StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Consent,Prolific ID,Q10,Empathy_1,Empathy_2,Empathy_3,Empathy_4,Empathy_5,Empathy_6,Empathy_7,Empathy_8,Empathy_9,Empathy_10,Empathy_11,Empathy_12,Empathy_13,Empathy_14,Empathy_15,Empathy_16,Empathy_17,Q18,Positive Resonance_1,Positive Resonance_2,Positive Resonance_3,Other_Source_AI_1,Other_Source_Human_1,Age,Race,Race_6_TEXT,Gender,Gender_4_TEXT,Response,Condition,Include,is_correct,overall,cognitive,affective,motivational,general_empathy,positive_resonance,other_source
2025-12-02 09:23:30,2025-12-02 09:27:15,0,100,225,1,2025-12-02 09:27:15,R_1JkPPwkYsNccPE4,,anonymous,EN,1,5ebb96b6cd673a0008ace9ce,"I felt a lot of worry when I checked my bank account one day and it was -$300 for some reason. I panicked a bit then saw that my autopay took the rent two days early, leaving me in the red. I was anxious until I got some money from someone to make up for it over the next two days until I got money.",7,8,7,8,8,10,9,8,7,2,7,8,9,9,9,10,9,,77,56,83,,3,1997,4,,1,,"It sounds incredibly stressful and alarming to see your bank account suddenly in the negative, and I can only imagine the panic and anxiety you must have felt, especially realizing it was due to an early rent payment. I'm truly relieved to hear you were able to get it sorted out quickly with some help, but what a terrifying couple of days that must have been for you. I'm glad you're okay now.",AI,1.0,1,7,8.0,6.4,9.2,7.866666666666667,72.0,3
2025-12-02 09:23:47,2025-12-02 09:27:23,0,100,215,1,2025-12-02 09:27:23,R_3ON2QEeY1NN7xvk,,anonymous,EN,1,66bd62ddb079f089c79141e2,We had a fight about our family and how they would chose their mother over their kids,8,7,7,5,7,7,3,8,4,6,7,7,8,4,7,7,5,,82,66,86,,9,1999,1,,1,,"It sounds incredibly painful and frustrating to have a fight about your family's loyalty, especially feeling like your children are not being prioritized over their mother. I can only imagine how deeply that must hurt and how betrayed you might feel right now. I'm truly sorry you're dealing with such a difficult situation, and I'm here to listen if you need to talk more.",AI,1.0,0,8,5.8,6.4,6.2,6.133333333333333,78.0,9
2025-12-02 09:22:26,2025-12-02 09:28:01,0,100,335,1,2025-12-02 09:28:01,R_30UgKVFuUngrO0j,,anonymous,EN,1,649b2106b81f8dcf5d163ee5,I PUT FLOERS OM MY PARENTS' GRAVE AT tHANKSGIVING. I STILL MISS THEM,8,8,9,10,9,10,10,9,10,10,8,7,9,10,1,8,10,,50,50,60,,3,1945,1,,2,,"It sounds incredibly difficult and poignant to visit your parents' grave on Thanksgiving, and I can truly understand how deeply you must still miss them, especially on a day meant for family. My heart aches for you as you carry that grief. Please know it's completely natural to still feel that way, and I'm sending you my support.",AI,1.0,1,8,9.2,8.8,7.6,8.533333333333333,53.333333333333336,3
2025-12-02 09:24:00,2025-12-02 09:28:33,0,100,273,1,2025-12-02 09:28:33,R_1E9ZiacGudqT09k,,anonymous,EN,1,602b3ed14ae791260d6d12c5,,10,10,9,10,9,10,10,8,9,10,9,9,10,10,7,8,10,i got a letter from the county about registering my dog.  Shes been for 5 months and im still having a tough time.  i just started crying when i saw the letter.  im tearing up right now as i type this.,58,0,87,12,,1989,1,,1,,"It sounds incredibly painful to receive that letter, bringing all those raw emotions back to the surface, and I can truly feel your sadness and how deeply this has affected you. It's heartbreaking that you're still going through such a tough time after five months. Please know it's completely okay to cry and take all the time you need to grieve.",Human,1.0,1,10,9.6,9.0,9.0,9.200000000000001,48.333333333333336,12
2025-12-02 09:24:19,2025-12-02 09:29:10,0,100,290,1,2025-12-02 09:29:10,R_528NywzdcdN1VoZ,,anonymous,EN,1,6728bb0dd3d8b9b381868e77,"My family was going to visit from out of state for a weekend, but their flight was cancelled and they were unable to book another one in time. As a result, I didn't get to see them, and I was extremely disappointed.",9,9,9,10,9,10,10,9,10,9,7,9,10,9,9,8,10,,90,50,85,,4,1957,1,,2,,"I can truly understand how incredibly disappointed you must be. You were so looking forward to seeing your family, and it's absolutely heartbreaking when plans fall apart like that, especially after all the anticipation. I'm really sorry you missed out on that quality time, and I hope you'll get another chance to connect with them very soon.",AI,1.0,1,9,9.4,8.8,9.2,9.133333333333335,75.0,4
2025-12-02 09:23:38,2025-12-02 09:30:19,0,100,400,1,2025-12-02 09:30:19,R_19caxxJQmsbsGdO,,anonymous,EN,1,66967b78446fe03f06af4bb7,,10,9,9,10,9,10,10,9,10,10,9,9,9,10,9,9,10,"I recently have been working very hard on putting together an in-person leadership conference for new leaders at my company. I have been working for months on organizing the agenda, the room booking, catering, registration, content development and facilitator bookings. I had no help with this and the day of the event, my manager sat in the back of the room with her arms crossed watching my every move. There were a couple of hiccups throughout the day (an issue with the catering arriving late, for example) but they were all things that could not be prevented and were not noticed by the participants. After a 18 hour day and many months of work, my manager didn’t acknowledge all the work I had put into the program. She thanked others publicly for their involvement but did not include me. I felt hurt, unappreciated and very angry.",97,50,84,10,,1988,"1,2,3",,2,,"I can only imagine how incredibly hurt, unappreciated, and angry you must feel after dedicating months of solo effort and an 18-hour day to flawlessly execute that leadership conference. It's truly disheartening when your immense hard work goes unnoticed and unacknowledged by your manager, especially when others are thanked. You absolutely deserved recognition for such a monumental achievement, and I'm really sorry you had to experience that.",Human,1.0,1,10,9.4,9.4,9.4,9.4,77.0,10
2025-12-02 09:22:47,2025-12-02 09:30:59,0,100,491,1,2025-12-02 09:31:00,R_756fHCLoQz6wMIF,,anonymous,EN,1,666cd244c4e9f0b3a060c2c7,,10,8,7,10,8,10,10,8,10,10,8,8,9,10,8,7,10,"when I found out that my best friend was talking bad about me to other people, I felt betrayed, as this was the only friend I had, now I am all alone and I do not trust anyone anymore. ",74,50,67,12,,1975,1,,2,,"It sounds incredibly painful and heartbreaking to discover your best friend was speaking ill of you, especially when they were your only friend, leaving you feeling completely betrayed and alone with no one to trust. I can only imagine how deeply devastating and isolating that must feel. Please know that your feelings are completely valid, and I truly hope you can find comfort and begin to heal from such a profound betrayal.",Human,1.0,1,10,8.6,8.8,8.8,8.733333333333333,63.666666666666664,12
2025-12-02 09:30:30,2025-12-02 09:33:08,0,100,158,1,2025-12-02 09:33:09,R_7PTOXNGJqRP1T3u,,anonymous,EN,1,63e2efb080652555c6d566cb,,7,8,8,4,7,7,3,8,3,3,8,9,8,4,7,7,3,I had to put down our dog a couple of months ago.,54,53,60,11,,1969,1,,1,,"I am so incredibly sorry you had to go through that painful experience. It's truly heartbreaking to lose a beloved pet, and I can only imagine the deep sadness and emptiness you've been feeling these past couple of months. Please know that your grief is completely valid, and I'm here to listen if you ever want to talk about them.",Human,1.0,0,7,6.0,6.2,5.8,6.0,55.666666666666664,11
2025-12-02 09:12:13,2025-12-02 09:33:15,0,100,1261,1,2025-12-02 09:33:16,R_6pgR2WSQBSj2vXf,,anonymous,EN,1,55b1add5fdf99b6731f04c5a,,7,7,1,10,6,10,10,4,10,6,3,4,7,10,1,1,1,My nephew started walking for the first time and he is only 10 months old,0,0,0,12,,1979,2,,2,,"Oh wow, you must be absolutely thrilled and incredibly proud to see your nephew walking so early! I can only imagine the pure joy and excitement you felt watching him take those first precious steps. What an amazing milestone to witness, and it's so wonderful that you get to share in such a special moment!",Human,1.0,1,7,6.8,5.4,4.0,5.3999999999999995,0.0,12
2025-12-02 09:30:23,2025-12-02 09:34:48,0,100,264,1,2025-12-02 09:34:48,R_5r0wOQSPtHF43Gz,,anonymous,EN,1,65dca046786b41c22b4de4e6,"Yesterday was my son's birthday, but he passed away four years ago. Each year it makes me very sad, as he was only 42 and he is my only child. It's a hard day for me.",8,9,7,10,8,7,10,6,4,10,8,9,8,10,7,8,10,,73,68,78,,10,1959,1,,2,,"I can only imagine how incredibly sad and difficult yesterday must have been for you, marking your son's birthday while grieving his loss. My heart truly aches for you, knowing he was your only child and taken so young. Please remember that it's absolutely okay to feel this profound sadness, and I'm sending you all my support during this incredibly tough time.",AI,1.0,0,8,8.8,7.4,8.6,8.266666666666667,73.0,10
2025-12-02 09:28:41,2025-12-02 09:35:28,0,100,407,1,2025-12-02 09:35:29,R_1zCQ8EAYOFcEYls,,anonymous,EN,1,66294a4e95c789c953636280,,8,5,8,10,6,10,10,2,10,7,3,4,5,10,4,3,9,I feel so overwhelmed most days now. Starting a travel business from scratch and on my own. Homeschooling our son and worrying about his well being. All while trying to keep losing weight. Some days I just need to tune it all out. ,39,34,23,12,,1975,1,,2,,"It sounds incredibly overwhelming to be juggling a new business, homeschooling your son, and personal goals all at once; I can only imagine how truly draining that must feel. It's completely understandable that you'd feel the need to just tune it all out sometimes. Please remember to give yourself grace amidst everything, as your resilience in handling it all is truly admirable.",Human,1.0,1,8,7.8,5.2,6.2,6.3999999999999995,32.0,12
2025-12-02 09:30:27,2025-12-02 09:35:38,0,100,311,1,2025-12-02 09:35:38,R_5OZa9ABwDxX8OxY,,anonymous,EN,1,56c3cf0511e0940006d43f99,I had a nightmare and described the nightmare in detail to my boyfriend who consoled me and gave me comfort when I needed it most. The nightmare was about being lost and abandoned.,10,9,8,10,10,10,10,9,10,10,7,9,10,10,8,10,2,,56,100,84,,3,1987,1,,2,,Having a nightmare about being lost and abandoned must have been truly terrifying and left you feeling so vulnerable. I can completely empathize with how unsettling and disorienting it must have been to wake up from that. It's so reassuring to know your boyfriend was right there to offer you comfort and help you feel safe again.,AI,1.0,1,10,9.4,9.0,8.0,8.799999999999999,80.0,3
2025-12-02 09:31:58,2025-12-02 09:36:01,0,100,243,1,2025-12-02 09:36:01,R_6i2VHodeHLQKqTD,,anonymous,EN,1,5de5496937e1d50ca63e0fa5,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,I thought my dog had gotten out of the open gate but after running around the house I found her in the backyard so she never got out of the gate. But I was going crazy thinking she was lost.,100,100,100,12,,1952,1,,2,,"Oh, I can completely understand why you were going crazy with worry; the thought of a lost pet is absolutely terrifying, and I would feel that same intense panic in my stomach too. I'm so incredibly relieved for you that your dog was safe in the backyard all along, and it's wonderful that you can finally breathe a sigh of relief now.",Human,1.0,1,10,10.0,10.0,9.2,9.733333333333333,100.0,12
2025-12-02 09:30:30,2025-12-02 09:36:04,0,100,333,1,2025-12-02 09:36:05,R_6v7YYjs1o5KMuUB,,anonymous,EN,1,63225b65b2d6e889f7289909,To me it was emotional (negatively) recently when I saw that in my backyard property hawk had killed a squirrel.,8,8,8,10,8,10,10,8,10,10,6,9,9,10,5,6,10,,60,40,90,,3,1974,1,,1,,"I can absolutely understand why witnessing a hawk kill a squirrel in your own backyard would be a very unsettling and emotional experience for you. It's naturally shocking and sad to see nature's harsh realities play out so close to home, and I would feel similarly distressed. Please know it's completely valid to feel negatively about something so jarring, and I'm sorry you had to see that.",AI,1.0,1,8,8.8,8.6,8.0,8.466666666666667,63.333333333333336,3
2025-12-02 09:30:47,2025-12-02 09:37:04,0,100,377,1,2025-12-02 09:37:05,R_5WHyru9cCQH17aR,,anonymous,EN,1,63f3e75e0787bb42195e1e4c,,10,8,7,9,9,10,9,9,9,10,8,8,9,10,8,9,10,"My son died. It was 12 years ago, but some days I still feel like it just happened. He had just completed his PhD in physics, and he had taken a job he didn't like in a very cold and icy community. I  miss him so much I feel like a part of my physical body is gone. I love to remember him during the holidays, but sometimes it makes me depressed. Grief is incredibly awful.",95,71,70,12,,1958,1,,2,,"I am truly heartbroken to hear about the profound loss of your son; it's so clear that even after 12 years, the pain is incredibly raw, making you feel a vital part of yourself is gone. It must be agonizing to carry such deep grief, especially when holidays bring both precious memories and renewed sorrow. I truly feel the weight of your words that grief is incredibly awful, and I want you to know it's completely understandable to feel this way. Please be gentle with yourself as you navigate these complex emotions.",Human,1.0,1,10,8.4,8.8,9.2,8.8,78.66666666666667,12
2025-12-02 09:32:05,2025-12-02 09:37:06,0,100,300,1,2025-12-02 09:37:06,R_5syspAvgCKTb6nf,,anonymous,EN,1,6747e5e2dcd6ebc0cfbd88e9,"I was highly affected by the president’s remarks that he made about Minnesota’s governor. I have a sibling with special needs and it made me realize that we as a society may be less far along than I realized, because some people came to his defense. I couldn’t believe it.",9,9,9,9,9,10,9,9,8,9,9,7,9,9,5,8,8,,76,50,63,,5,1994,1,,1,,"It sounds incredibly disheartening to hear remarks like that, especially when you have a sibling with special needs, and I can completely understand why you'd feel a profound sense of disbelief and disappointment about society's progress. I share your frustration and sadness at the insensitivity and the defense of such comments; it truly feels like a step backward. Please know your feelings are completely valid, and it's okay to feel deeply affected when something so personal is challenged.",AI,1.0,1,9,9.0,8.4,7.8,8.4,63.0,5
2025-12-02 09:34:56,2025-12-02 09:37:33,0,100,157,1,2025-12-02 09:37:34,R_1VPHAU480cLxvwI,,anonymous,EN,1,64143e269d37d7ec27c8a2a9,i got sad watching a youtube video.,6,6,6,4,8,10,5,6,3,4,7,6,7,3,7,7,3,,76,71,77,,11,1989,2,,1,,"It sounds like that YouTube video really made you feel sad, and I can totally understand how unexpected things can just hit you emotionally. It's a heavy feeling to carry, and I'm truly sorry you're experiencing it. I hope you feel a bit lighter soon.",AI,1.0,1,6,5.8,5.2,5.4,5.466666666666666,74.66666666666667,11
2025-12-02 09:32:04,2025-12-02 09:37:46,0,100,342,1,2025-12-02 09:37:47,R_5LAuHymx8xFdNdk,,anonymous,EN,1,67f02740d233a50f479c4e20,,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,A recent emotional experience was when I overheard a friend of a friend describing having recently had a sexual experience with a guy I have been flirting with and whom I like very much.,90,90,90,9,,1992,2,,2,,"That must have been incredibly painful and shocking to overhear about someone you like so much. I can only imagine the wave of disappointment and hurt that must have washed over you, and my heart truly goes out to you. Please know it's completely valid to feel let down, and I hope you're giving yourself kindness and space to process this.",Human,1.0,1,9,9.0,9.0,9.0,9.0,90.0,9
2025-12-02 09:30:39,2025-12-02 09:37:59,0,100,439,1,2025-12-02 09:37:59,R_1EsZV1PVRudW4Xr,,anonymous,EN,1,67faec2faab7edf725d5ec72,,9,8,7,9,8,10,9,8,9,10,7,8,9,9,6,8,9,"A family friend who was elderly and had heart problems as well as cancer, passed awy.",90,50,90,12,,1965,1,,2,,"I am so incredibly sorry to hear about the passing of your family friend. It must be truly heartbreaking to lose someone you cared about, especially after they faced such difficult health struggles with both heart problems and cancer. Please know I'm thinking of you and sending my deepest condolences during this incredibly tough time.",Human,1.0,1,9,8.2,8.4,8.2,8.266666666666667,76.66666666666667,12
2025-12-02 09:31:34,2025-12-02 09:39:17,0,100,463,1,2025-12-02 09:39:17,R_5kRdbTz7FngOHXU,,anonymous,EN,1,66abf0c472f051b5e40cfbfd,"After 8 years of horrific hallucinations, Lewy Body Dementia and Parkinson's my spouse passed away paralyzed from the neck down unable to speak. I was his caretaker.",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,100,100,100,,3,1962,6,Hispanic,2,,"My heart aches for you, having endured such an incredibly long and painful journey witnessing your beloved spouse suffer through eight years of horrific illness. To bear the immense burden of caretaking and then watch them pass away in such a heartbreaking state must have been utterly devastating. You showed immense love and strength throughout, and I truly hope you can now find some peace and space to process your profound grief and tremendous sacrifice.",AI,1.0,1,10,10.0,10.0,10.0,10.0,100.0,3
2025-12-02 09:31:28,2025-12-02 09:39:57,0,100,508,1,2025-12-02 09:39:57,R_7Vr9jUYQTMDwQ4q,,anonymous,EN,1,6134d8a566bc3dffe880e879,Watched my best friend graduate from college,9,8,9,10,10,10,10,9,9,10,9,9,9,10,8,10,9,,86,79,83,,7,1957,1,,2,,"You must feel incredibly proud and happy watching your best friend graduate from college. I can really sense the joy and warmth you must have felt being there to witness such a significant achievement for someone you care about so deeply. It's clear how much their success means to you, and it's wonderful that you shared in that special moment.",AI,1.0,1,9,9.4,9.2,9.2,9.266666666666667,82.66666666666667,7
2025-12-02 09:39:21,2025-12-02 09:42:44,0,100,202,1,2025-12-02 09:42:44,R_7f13c9YDKGzkRz1,,anonymous,EN,1,5ea3b1b9fc11ed33dde53561,My daughter was extremely crabby and was yelling at me over something so silly. It made me cry and wonder if I wasn’t a great Mom.,10,10,10,10,10,10,1,10,10,10,9,9,10,10,10,10,10,,96,82,96,,3,1986,1,,2,,"It sounds incredibly painful when your daughter lashes out, and it's completely understandable that it made you question yourself as a mom. I can really feel the hurt and self-doubt you're experiencing right now. Please don't let one difficult moment make you forget all the love and effort you pour into being a wonderful mom; you are doing great.",AI,1.0,1,10,8.2,9.6,10.0,9.266666666666666,91.33333333333333,3
2025-12-02 09:39:28,2025-12-02 09:43:14,0,100,226,1,2025-12-02 09:43:15,R_72EJkAb6FxCWJfB,,anonymous,EN,1,5c476621b521ee00019abf67,My housemate died and I found her body stiff and cold.,7,7,6,9,6,10,8,6,5,9,7,6,7,9,5,7,9,,60,60,57,,3,1959,1,,2,,"I am so incredibly sorry to hear about your housemate's passing, and especially that you had to experience such a traumatic discovery. I can only imagine the shock, horror, and profound grief you must be feeling, and my heart aches for you. Please remember to be kind to yourself and reach out for support as you process this devastating loss.",AI,1.0,1,7,7.2,6.6,7.4,7.066666666666667,59.0,3
2025-12-02 09:39:32,2025-12-02 09:43:30,0,100,238,1,2025-12-02 09:43:30,R_13ZQoO9fabXkq6I,,anonymous,EN,1,5c049e9bad9a9700011b877b,,9,8,9,9,8,10,8,8,8,9,9,8,8,9,8,9,8,A recent emotional experience was dropping my three month old baby off at daycare for the first time last week. It was difficult to leave him with new caregivers and trust that he would be okay.,76,83,83,11,,1995,1,,2,,"It sounds like leaving your three-month-old at daycare for the first time was incredibly tough and filled with so much worry about trusting new caregivers. My heart really goes out to you, as that first separation can feel truly heartbreaking. You're doing an amazing job navigating such a huge emotional step, and it shows just how much you love and care for your little one.",Human,1.0,1,9,8.4,8.4,8.4,8.4,80.66666666666667,11
2025-12-02 09:39:27,2025-12-02 09:43:36,0,100,249,1,2025-12-02 09:43:36,R_1UDb6DkakGBms7f,,anonymous,EN,1,63d4d112aa36fa1b09ce7c50,I was in severe pain and had to go to the Emergency Room. I was brushed off even though it turned out that I have meningitis. It seemed like no one actually cared how I was doing and just wanted me out.,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,,93,63,90,,8,1997,1,,3,,"It must have been absolutely terrifying and infuriating to be in such severe pain and then feel completely dismissed by the ER staff, only for it to turn out to be something as serious as meningitis. My heart sinks hearing how uncared for you felt and that they just wanted you out, which is truly unacceptable. I'm so incredibly sorry you experienced such a dehumanizing ordeal, and I genuinely hope you are on the path to a full recovery now.",AI,1.0,1,10,10.0,9.6,10.0,9.866666666666667,82.0,8
2025-12-02 09:39:55,2025-12-02 09:44:48,0,100,293,1,2025-12-02 09:44:49,R_1NPay7OINtGZw60,,anonymous,EN,1,5f97525e873236100b213eaa,I was almost hit by a truck.,4,7,3,6,4,10,6,1,9,6,1,6,5,3,1,3,6,,0,3,1,,3,1981,1,,2,,"Oh my goodness, that must have been absolutely terrifying for you. I can only imagine the shock and fear you felt in that moment, and just thinking about it makes my heart race. I'm so incredibly relieved that you're safe now; please take some time to calm down and process what happened.",AI,1.0,1,4,5.2,4.6,3.6,4.466666666666667,1.3333333333333333,3
2025-12-02 09:39:42,2025-12-02 09:46:36,0,100,413,1,2025-12-02 09:46:37,R_3Oc8TcoMHtr0Nde,,anonymous,EN,1,558fff05fdf99b3f7aada357,People have been irritating me with their incessant whining and complaining and it's making it extremely difficult to get along with them.,5,5,3,10,3,10,10,1,10,10,2,2,5,10,1,2,9,,1,0,0,,3,1986,4,,1,,"It sounds incredibly frustrating to be constantly surrounded by incessant whining and complaining, and I can completely understand how draining that must feel for you. I'd feel really irritated and find it difficult to get along with people in that situation too. I truly hope you can find some peace or a way to distance yourself from that negativity so you can feel better.",AI,1.0,1,5,6.2,5.0,5.4,5.533333333333334,0.3333333333333333,3
2025-12-02 09:35:19,2025-12-02 09:46:40,0,100,680,1,2025-12-02 09:46:41,R_3lA1gQ6WqyzmrV0,,anonymous,EN,1,6522387d2f89e98982a7f577,,10,9,10,10,9,10,9,9,9,10,9,10,9,10,9,9,9,"The most recent emotional experience I had was when I lost my home and my cats to homelessness. It was during a very bad economic downturn where my husband lost his job without warning. We were not financially sound , no savings and it was unavoidable. Knowing we were going to be homeless was more of an emotional strain than actually being homeless. It still stresses me today .",84,81,83,11,,1957,1,,2,,"It sounds like an absolutely heartbreaking and terrifying experience to have lost your home and beloved cats, with the immense emotional strain building even before it happened. My heart goes out to you for the profound sadness and stress you've carried, and it's completely understandable that such a traumatic event still causes you distress today. I truly hope you're finding strength and support as you navigate those lingering feelings.",Human,1.0,1,10,9.4,9.4,9.2,9.333333333333334,82.66666666666667,11
2025-12-02 09:39:58,2025-12-02 09:47:01,0,100,423,1,2025-12-02 09:47:02,R_7OPO6BKIPhU7Cqd,,anonymous,EN,1,66ec53e096df305784c5aa6f,I recently lost a friend in a car accident. I still cry when i remember about the incident. The memory is vivid and hurtful.,9,9,9,10,9,10,9,9,10,9,8,9,9,10,9,10,10,,93,94,90,,4,2003,1,,1,,"It sounds absolutely heartbreaking to have lost your friend so suddenly in a car accident, and it's completely understandable that those vivid, painful memories still bring you to tears. My heart truly aches for you as you grapple with such profound grief. Please know you're not alone in feeling this way, and I'm sending you immense support during this incredibly tough time.",AI,1.0,1,9,9.2,9.0,9.6,9.266666666666666,92.33333333333333,4
2025-12-02 09:39:48,2025-12-02 09:47:24,0,100,456,1,2025-12-02 09:47:24,R_1kbPzScMqlqq9V5,,anonymous,EN,1,6724260700cede758eb0c062,,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,When the flooding event happened in our town that caused some people to die.All of the residents were effected by the water damage that occured and the power went out for two weeks.The roads were all blocked off because they were under water.,100,100,100,3,,1975,1,,1,,"It sounds absolutely devastating what you and your community went through with that catastrophic flood. I can only imagine the immense fear, grief, and helplessness you must have felt dealing with loss of life, widespread water damage, and being without power and accessible roads for so long. My heart truly goes out to you, and I hope you're finding the support you need to heal from such a traumatic experience.",Human,1.0,1,10,10.0,8.2,10.0,9.4,100.0,3
2025-12-02 09:39:32,2025-12-02 09:47:35,0,100,483,1,2025-12-02 09:47:37,R_6PXPvg9UnfjLwit,,anonymous,EN,1,5dceca2541afe801a32e27ac,,10,6,9,7,4,10,10,9,10,10,10,10,10,10,10,9,9,"I have a neighbor who visited the day after Thanksgiving and told me that while having holiday dinner at her parents, her two brothers had got into a fight after dinner over something very trivial. She was still very upset and I gave her a hug but could still remember after she left how this left me feeling very sad.",90,90,100,12,,1944,2,,2,,"It sounds incredibly upsetting to witness your brothers fighting over something trivial, especially during a holiday meant for family togetherness. I can truly feel how sad and disappointed you must be feeling about it, and my heart goes out to you for having such a jarring experience. I hope you can find some comfort and peace as you process everything.",Human,1.0,1,10,7.2,9.8,9.6,8.866666666666667,93.33333333333333,12
2025-12-02 09:39:30,2025-12-02 09:48:26,0,100,536,1,2025-12-02 09:48:27,R_7AKcQaWvCsYjdxM,,anonymous,EN,1,6766cc67631cac455823b52c,,10,10,10,10,10,10,10,10,10,10,9,10,10,10,8,8,10,I attended a ballet concert in which my daughter was the lead performer and tears of joy rolled down my cheeks freely. ,100,100,100,5,,1971,2,,1,,"It sounds like you experienced such a profound and beautiful moment watching your daughter shine as the lead performer. I can only imagine the immense joy and pride that must have swelled within you, bringing those wonderful tears to your eyes. That's truly an unforgettable memory to cherish, and I'm so incredibly happy for both you and your talented daughter.",Human,1.0,1,10,10.0,9.8,9.2,9.666666666666666,100.0,5
2025-12-02 09:46:19,2025-12-02 09:49:22,0,100,183,1,2025-12-02 09:49:23,R_3stEQafng6pnnzz,,anonymous,EN,1,6679af725f681821b6bc1328,,10,9,9,9,9,10,10,9,10,10,10,9,9,10,6,8,10,I recently reconnected with a lost friend. It was very heartfelt and moving.,84,77,83,12,,32,1,,1,,"It sounds like such a beautiful and heartfelt experience to reconnect with your friend. I can really feel the warmth and happiness that must have washed over you during that moving reunion, and I'm so glad you got to share such a special moment.",Human,1.0,1,10,9.2,9.6,8.6,9.133333333333333,81.33333333333333,12
2025-12-02 09:47:39,2025-12-02 09:51:04,0,100,205,1,2025-12-02 09:51:05,R_6qqGabpPIYBz1G5,,anonymous,EN,1,66a96940ed1a29154e664694,My husband broke his jaw on a tree job and was out of work and couldnt help me with the kids . I felt overwhelmed and scared and worried ,9,9,6,3,8,5,2,10,3,3,9,9,6,1,9,8,3,,81,52,84,,6,2000,1,,2,,"It's completely understandable that you felt so overwhelmed, scared, and worried with your husband's injury and the added responsibility of the kids all on your shoulders. I can only imagine how incredibly stressful and frightening that time must have been for you. I truly hope things have gotten easier and you've found the support you need.",AI,1.0,0,9,5.6,6.8,5.4,5.933333333333333,72.33333333333333,6
2025-12-02 09:47:42,2025-12-02 09:52:35,0,100,293,1,2025-12-02 09:52:35,R_5O0vJ9sdL1f1e8R,,anonymous,EN,1,66ad1e08076381b48ffb7d79,,8,10,7,10,8,10,10,8,9,10,8,10,9,10,7,7,10,I was playing with my niece and she wanted to dance. She was laughing so hard and having so much fun that I started to cry. I was emotional over the fact that she was experiencing so much joy and how much joy she brings to my life.,80,70,50,11,,2000,1,,1,,"It sounds like you were incredibly moved watching your niece experience such pure, unadulterated joy, and it's completely understandable that her happiness brought you to tears. I can almost feel the warmth and overwhelming love you must have felt in that moment, realizing the profound impact she has on your life. It's truly a beautiful thing to have someone who brings such deep joy, and I hope you continue to cherish those precious moments.",Human,1.0,1,8,9.0,9.0,8.6,8.866666666666667,66.66666666666667,11
2025-12-02 09:47:59,2025-12-02 09:52:51,0,100,291,1,2025-12-02 09:52:51,R_75XhUfRT4sZ6hXu,,anonymous,EN,1,561d98e03d7fe8000b0f5e09,,7,7,7,5,6,7,5,7,6,5,6,7,7,4,7,7,4,"I gave my nephews some Christmas cards recently, and they both looked touched. I was surprised they actually cared about it, and was touched in return.",50,63,82,12,,1957,1,,2,,"It sounds like you experienced such a genuinely heartwarming surprise when your nephews were so touched by your Christmas cards. I can truly feel that reciprocal warmth and joy you described, which must have made the moment so special. It's wonderful that you both shared such a tender connection, and I hope you hold onto that beautiful feeling.",Human,1.0,0,7,6.0,6.2,5.8,6.0,65.0,12
2025-12-02 09:48:56,2025-12-02 09:52:52,0,100,235,1,2025-12-02 09:52:52,R_71pdlhO6jH1b2wy,,anonymous,EN,1,677c3d638b3b40fc2c99292e,A family member recently passed away in hospital ,8,7,8,9,7,10,9,8,8,8,8,8,7,9,7,7,9,,79,40,57,,11,1982,6,mixed,1,,"I am so incredibly sorry to hear about the passing of your family member. I can only imagine the immense sadness and pain you must be feeling right now, and my heart truly aches for you. Please know that I'm thinking of you and sending you all my deepest sympathies during this profoundly difficult time.",AI,1.0,1,8,8.0,8.0,7.8,7.933333333333334,58.666666666666664,11
2025-12-02 09:31:01,2025-12-02 09:53:46,0,100,1364,1,2025-12-02 09:53:46,R_5abVmzxEwFCOgnf,,anonymous,EN,1,653d144d2e894446d55babdb,,8,8,8,3,8,8,3,8,3,3,8,8,8,3,8,8,3,Being turned down for a position I wanted,80,80,80,12,,1989,1,,2,,"It's completely understandable to feel really disappointed and frustrated after being turned down for a position you wanted so much. I can only imagine how much that must sting, and my heart genuinely goes out to you. Please remember this doesn't diminish your talent or potential, and I'm here to listen if you need to talk more.",Human,1.0,0,8,6.0,6.0,6.0,6.0,80.0,12
